Sample	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	3	4	5	6	7	8	9	MT	X	Y	KI270728.1	KI270727.1	KI270442.1	KI270729.1	GL000225.1	KI270743.1	GL000008.2	GL000009.2	KI270747.1	KI270722.1	GL000194.1	KI270742.1	GL000205.2	GL000195.1	KI270736.1	KI270733.1	GL000224.1	GL000219.1	KI270719.1	GL000216.2	KI270712.1	KI270706.1	KI270725.1	KI270744.1	KI270734.1	GL000213.1	GL000220.1	KI270715.1	GL000218.1	KI270749.1	KI270741.1	GL000221.1	KI270716.1	KI270731.1	KI270751.1	KI270750.1	KI270519.1	GL000214.1	KI270708.1	KI270730.1	KI270438.1	KI270737.1	KI270721.1	KI270738.1	KI270748.1	KI270435.1	GL000208.1	KI270538.1	KI270756.1	KI270739.1	KI270757.1	KI270709.1	KI270746.1	KI270753.1	KI270589.1	KI270726.1	KI270735.1	KI270711.1	KI270745.1	KI270714.1	KI270732.1	KI270713.1	KI270754.1	KI270710.1	KI270717.1	KI270724.1	KI270720.1	KI270723.1	KI270718.1	KI270317.1	KI270740.1	KI270755.1	KI270707.1	KI270579.1	KI270752.1	KI270512.1	KI270322.1	GL000226.1	KI270311.1	KI270366.1	KI270511.1	KI270448.1	KI270521.1	KI270581.1	KI270582.1	KI270515.1	KI270588.1	KI270591.1	KI270522.1	KI270507.1	KI270590.1	KI270584.1	KI270320.1	KI270382.1	KI270468.1	KI270467.1	KI270362.1	KI270517.1	KI270593.1	KI270528.1	KI270587.1	KI270364.1	KI270371.1	KI270333.1	KI270374.1	KI270411.1	KI270414.1	KI270510.1	KI270390.1	KI270375.1	KI270420.1	KI270509.1	KI270315.1	KI270302.1	KI270518.1	KI270530.1	KI270304.1	KI270418.1	KI270424.1	KI270417.1	KI270508.1	KI270303.1	KI270381.1	KI270529.1	KI270425.1	KI270396.1	KI270363.1	KI270386.1	KI270465.1	KI270383.1	KI270384.1	KI270330.1	KI270372.1	KI270548.1	KI270580.1	KI270387.1	KI270391.1	KI270305.1	KI270373.1	KI270422.1	KI270316.1	KI270340.1	KI270338.1	KI270583.1	KI270334.1	KI270429.1	KI270393.1	KI270516.1	KI270389.1	KI270466.1	KI270388.1	KI270544.1	KI270310.1	KI270412.1	KI270395.1	KI270376.1	KI270337.1	KI270335.1	KI270378.1	KI270379.1	KI270329.1	KI270419.1	KI270336.1	KI270312.1	KI270539.1	KI270385.1	KI270423.1	KI270392.1	KI270394.1	*
SRR2155413	[1095498, 248956422]	[282598, 133797422]	[671949, 135086622]	[488579, 133275309]	[124917, 114364328]	[207967, 107043718]	[209571, 101991189]	[323204, 90338345]	[492798, 83257441]	[103353, 80373285]	[612481, 58617616]	[622955, 242193529]	[213856, 64444167]	[445270, 46709983]	[222318, 50818468]	[379116, 198295559]	[203754, 190214555]	[469340, 181538259]	[758504, 170805979]	[605512, 159345973]	[373839, 145138636]	[366571, 138394717]	[213380, 16569]	[354980, 156040895]	[8278, 57227415]	[131, 1872759]	[64, 448248]	[7, 392061]	[1, 280839]	[2, 211173]	[12, 210658]	[16, 209709]	[22, 201709]	[0, 198735]	[2, 194050]	[142, 191469]	[36, 186739]	[179, 185591]	[372, 182896]	[0, 181920]	[157094, 179772]	[9, 179693]	[27, 179198]	[103, 176845]	[0, 176608]	[23, 176043]	[66, 175055]	[2, 172810]	[34, 168472]	[726, 165050]	[25, 164239]	[156064, 161802]	[0, 161471]	[143, 161147]	[5, 158759]	[6, 157432]	[25, 155397]	[0, 153799]	[318, 150754]	[8, 150742]	[0, 148850]	[1, 138126]	[7, 137718]	[3, 127682]	[0, 112551]	[0, 112505]	[1, 103838]	[169, 100316]	[3, 99375]	[25, 93321]	[0, 92983]	[8, 92689]	[0, 91309]	[0, 79590]	[0, 73985]	[0, 71251]	[1, 66860]	[4, 66486]	[3, 62944]	[0, 44474]	[2, 43739]	[0, 42811]	[1391, 42210]	[1097, 41891]	[15, 41717]	[0, 41543]	[18, 40745]	[59, 40191]	[0, 40176]	[2, 40062]	[0, 39555]	[2, 39050]	[1, 38115]	[22, 38054]	[0, 37690]	[0, 37240]	[0, 36723]	[19, 32032]	[0, 31033]	[0, 27745]	[2, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[0, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[3, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[0, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[0, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[1, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[0, 1202]	[0, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR2155414	[3687774, 248956422]	[941125, 133797422]	[2216669, 135086622]	[1658176, 133275309]	[406594, 114364328]	[688677, 107043718]	[680562, 101991189]	[1072217, 90338345]	[1680756, 83257441]	[336445, 80373285]	[2051152, 58617616]	[2069041, 242193529]	[708726, 64444167]	[1691191, 46709983]	[746467, 50818468]	[1245714, 198295559]	[671129, 190214555]	[1555321, 181538259]	[2580513, 170805979]	[2037945, 159345973]	[1236622, 145138636]	[1219088, 138394717]	[877955, 16569]	[1194065, 156040895]	[33275, 57227415]	[467, 1872759]	[239, 448248]	[44, 392061]	[5, 280839]	[7, 211173]	[68, 210658]	[72, 209709]	[81, 201709]	[5, 198735]	[12, 194050]	[403, 191469]	[130, 186739]	[590, 185591]	[1170, 182896]	[0, 181920]	[629105, 179772]	[18, 179693]	[86, 179198]	[248, 176845]	[0, 176608]	[67, 176043]	[258, 175055]	[13, 172810]	[109, 168472]	[2504, 165050]	[92, 164239]	[625236, 161802]	[0, 161471]	[479, 161147]	[18, 158759]	[15, 157432]	[86, 155397]	[0, 153799]	[902, 150754]	[21, 150742]	[4, 148850]	[1, 138126]	[23, 137718]	[7, 127682]	[0, 112551]	[0, 112505]	[2, 103838]	[759, 100316]	[6, 99375]	[60, 93321]	[5, 92983]	[25, 92689]	[1, 91309]	[0, 79590]	[0, 73985]	[1, 71251]	[6, 66860]	[29, 66486]	[2, 62944]	[1, 44474]	[0, 43739]	[0, 42811]	[4485, 42210]	[4382, 41891]	[81, 41717]	[3, 41543]	[49, 40745]	[220, 40191]	[1, 40176]	[5, 40062]	[1, 39555]	[19, 39050]	[1, 38115]	[96, 38054]	[0, 37690]	[0, 37240]	[0, 36723]	[37, 32032]	[0, 31033]	[0, 27745]	[4, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[1, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[4, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[0, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[0, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[1, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[2, 1233]	[0, 1216]	[0, 1202]	[0, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR2155415	[3498142, 248956422]	[897392, 133797422]	[2073410, 135086622]	[1562099, 133275309]	[390225, 114364328]	[657874, 107043718]	[651381, 101991189]	[999242, 90338345]	[1571020, 83257441]	[324253, 80373285]	[1904810, 58617616]	[1982371, 242193529]	[669949, 64444167]	[1595297, 46709983]	[693832, 50818468]	[1187947, 198295559]	[647484, 190214555]	[1484243, 181538259]	[2436898, 170805979]	[1923039, 159345973]	[1177561, 145138636]	[1147181, 138394717]	[888027, 16569]	[1127851, 156040895]	[32545, 57227415]	[483, 1872759]	[220, 448248]	[22, 392061]	[6, 280839]	[3, 211173]	[49, 210658]	[50, 209709]	[62, 201709]	[0, 198735]	[21, 194050]	[468, 191469]	[109, 186739]	[533, 185591]	[1083, 182896]	[0, 181920]	[593914, 179772]	[23, 179693]	[103, 179198]	[290, 176845]	[1, 176608]	[56, 176043]	[249, 175055]	[18, 172810]	[80, 168472]	[2552, 165050]	[99, 164239]	[591331, 161802]	[0, 161471]	[438, 161147]	[19, 158759]	[22, 157432]	[76, 155397]	[0, 153799]	[929, 150754]	[22, 150742]	[2, 148850]	[5, 138126]	[24, 137718]	[5, 127682]	[1, 112551]	[1, 112505]	[1, 103838]	[688, 100316]	[6, 99375]	[98, 93321]	[5, 92983]	[15, 92689]	[0, 91309]	[0, 79590]	[3, 73985]	[0, 71251]	[6, 66860]	[16, 66486]	[2, 62944]	[0, 44474]	[2, 43739]	[3, 42811]	[4082, 42210]	[4195, 41891]	[65, 41717]	[2, 41543]	[31, 40745]	[178, 40191]	[1, 40176]	[5, 40062]	[0, 39555]	[4, 39050]	[1, 38115]	[80, 38054]	[0, 37690]	[0, 37240]	[1, 36723]	[46, 32032]	[0, 31033]	[0, 27745]	[2, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[1, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[3, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[0, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[0, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[1, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[1, 1233]	[0, 1216]	[0, 1202]	[0, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR2155416	[2445466, 248956422]	[628796, 133797422]	[1488616, 135086622]	[1096164, 133275309]	[276902, 114364328]	[460633, 107043718]	[466284, 101991189]	[719907, 90338345]	[1093318, 83257441]	[226987, 80373285]	[1352165, 58617616]	[1380230, 242193529]	[473140, 64444167]	[1157720, 46709983]	[493393, 50818468]	[838061, 198295559]	[449747, 190214555]	[1042078, 181538259]	[1702745, 170805979]	[1347779, 159345973]	[826549, 145138636]	[820286, 138394717]	[532680, 16569]	[787619, 156040895]	[17970, 57227415]	[310, 1872759]	[159, 448248]	[9, 392061]	[6, 280839]	[0, 211173]	[32, 210658]	[42, 209709]	[58, 201709]	[0, 198735]	[10, 194050]	[293, 191469]	[90, 186739]	[438, 185591]	[879, 182896]	[0, 181920]	[433723, 179772]	[17, 179693]	[57, 179198]	[199, 176845]	[2, 176608]	[52, 176043]	[180, 175055]	[10, 172810]	[64, 168472]	[1775, 165050]	[60, 164239]	[431259, 161802]	[0, 161471]	[296, 161147]	[7, 158759]	[15, 157432]	[62, 155397]	[0, 153799]	[678, 150754]	[6, 150742]	[3, 148850]	[2, 138126]	[6, 137718]	[7, 127682]	[1, 112551]	[0, 112505]	[1, 103838]	[420, 100316]	[6, 99375]	[58, 93321]	[5, 92983]	[8, 92689]	[1, 91309]	[0, 79590]	[0, 73985]	[0, 71251]	[2, 66860]	[11, 66486]	[5, 62944]	[0, 44474]	[4, 43739]	[1, 42811]	[3146, 42210]	[2891, 41891]	[84, 41717]	[1, 41543]	[32, 40745]	[175, 40191]	[3, 40176]	[4, 40062]	[0, 39555]	[1, 39050]	[0, 38115]	[77, 38054]	[0, 37690]	[0, 37240]	[0, 36723]	[23, 32032]	[0, 31033]	[0, 27745]	[1, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[0, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[1, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[0, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[1, 1951]	[0, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[0, 1233]	[0, 1216]	[0, 1202]	[0, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[1, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR2155417	[4652839, 248956422]	[1187111, 133797422]	[2802384, 135086622]	[2114521, 133275309]	[514088, 114364328]	[864836, 107043718]	[865607, 101991189]	[1345406, 90338345]	[2128827, 83257441]	[426758, 80373285]	[2606573, 58617616]	[2616574, 242193529]	[897170, 64444167]	[2148566, 46709983]	[941288, 50818468]	[1575624, 198295559]	[849303, 190214555]	[1976645, 181538259]	[3297319, 170805979]	[2571734, 159345973]	[1565925, 145138636]	[1542631, 138394717]	[1080389, 16569]	[1510313, 156040895]	[43788, 57227415]	[591, 1872759]	[267, 448248]	[47, 392061]	[4, 280839]	[4, 211173]	[79, 210658]	[79, 209709]	[87, 201709]	[4, 198735]	[22, 194050]	[597, 191469]	[140, 186739]	[698, 185591]	[1298, 182896]	[0, 181920]	[801865, 179772]	[29, 179693]	[95, 179198]	[380, 176845]	[1, 176608]	[87, 176043]	[315, 175055]	[10, 172810]	[114, 168472]	[3172, 165050]	[117, 164239]	[796629, 161802]	[0, 161471]	[574, 161147]	[19, 158759]	[24, 157432]	[101, 155397]	[0, 153799]	[1178, 150754]	[33, 150742]	[7, 148850]	[2, 138126]	[37, 137718]	[8, 127682]	[0, 112551]	[0, 112505]	[0, 103838]	[961, 100316]	[8, 99375]	[88, 93321]	[10, 92983]	[25, 92689]	[1, 91309]	[0, 79590]	[2, 73985]	[0, 71251]	[8, 66860]	[26, 66486]	[5, 62944]	[1, 44474]	[2, 43739]	[4, 42811]	[5270, 42210]	[5282, 41891]	[109, 41717]	[2, 41543]	[63, 40745]	[258, 40191]	[1, 40176]	[9, 40062]	[1, 39555]	[7, 39050]	[1, 38115]	[111, 38054]	[0, 37690]	[0, 37240]	[0, 36723]	[63, 32032]	[0, 31033]	[0, 27745]	[5, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[0, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[1, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[9, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[0, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[1, 1951]	[0, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[1, 1233]	[0, 1216]	[0, 1202]	[0, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR2155418	[3504955, 248956422]	[899618, 133797422]	[2079756, 135086622]	[1574135, 133275309]	[395061, 114364328]	[658377, 107043718]	[656952, 101991189]	[1001338, 90338345]	[1563305, 83257441]	[326495, 80373285]	[1892450, 58617616]	[1990793, 242193529]	[670770, 64444167]	[1672522, 46709983]	[693676, 50818468]	[1195920, 198295559]	[650365, 190214555]	[1495173, 181538259]	[2474402, 170805979]	[1929955, 159345973]	[1179552, 145138636]	[1154596, 138394717]	[817898, 16569]	[1134104, 156040895]	[33601, 57227415]	[432, 1872759]	[241, 448248]	[39, 392061]	[10, 280839]	[2, 211173]	[49, 210658]	[58, 209709]	[84, 201709]	[3, 198735]	[11, 194050]	[447, 191469]	[106, 186739]	[557, 185591]	[1160, 182896]	[0, 181920]	[633801, 179772]	[19, 179693]	[87, 179198]	[263, 176845]	[1, 176608]	[54, 176043]	[275, 175055]	[18, 172810]	[107, 168472]	[2391, 165050]	[96, 164239]	[630555, 161802]	[0, 161471]	[468, 161147]	[16, 158759]	[19, 157432]	[60, 155397]	[0, 153799]	[944, 150754]	[25, 150742]	[2, 148850]	[4, 138126]	[29, 137718]	[6, 127682]	[0, 112551]	[0, 112505]	[5, 103838]	[666, 100316]	[5, 99375]	[73, 93321]	[9, 92983]	[13, 92689]	[0, 91309]	[0, 79590]	[4, 73985]	[0, 71251]	[7, 66860]	[13, 66486]	[2, 62944]	[0, 44474]	[2, 43739]	[1, 42811]	[3996, 42210]	[4085, 41891]	[93, 41717]	[2, 41543]	[48, 40745]	[162, 40191]	[0, 40176]	[7, 40062]	[0, 39555]	[7, 39050]	[1, 38115]	[101, 38054]	[0, 37690]	[0, 37240]	[0, 36723]	[44, 32032]	[0, 31033]	[0, 27745]	[3, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[1, 8320]	[0, 8127]	[0, 7992]	[1, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[4, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[0, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[0, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[1, 1233]	[0, 1216]	[0, 1202]	[0, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
SRR2155419	[1824504, 248956422]	[464625, 133797422]	[1088956, 135086622]	[792487, 133275309]	[204059, 114364328]	[342219, 107043718]	[344447, 101991189]	[536535, 90338345]	[796926, 83257441]	[169938, 80373285]	[972720, 58617616]	[1047112, 242193529]	[344457, 64444167]	[842117, 46709983]	[360604, 50818468]	[625090, 198295559]	[331005, 190214555]	[763317, 181538259]	[1216660, 170805979]	[977436, 159345973]	[613659, 145138636]	[597725, 138394717]	[441543, 16569]	[578382, 156040895]	[13555, 57227415]	[239, 1872759]	[115, 448248]	[12, 392061]	[3, 280839]	[1, 211173]	[25, 210658]	[31, 209709]	[40, 201709]	[0, 198735]	[12, 194050]	[263, 191469]	[57, 186739]	[343, 185591]	[630, 182896]	[0, 181920]	[316578, 179772]	[17, 179693]	[50, 179198]	[175, 176845]	[2, 176608]	[31, 176043]	[127, 175055]	[5, 172810]	[71, 168472]	[1300, 165050]	[43, 164239]	[314577, 161802]	[0, 161471]	[262, 161147]	[5, 158759]	[12, 157432]	[37, 155397]	[1, 153799]	[581, 150754]	[11, 150742]	[1, 148850]	[2, 138126]	[9, 137718]	[5, 127682]	[0, 112551]	[0, 112505]	[0, 103838]	[382, 100316]	[3, 99375]	[28, 93321]	[3, 92983]	[16, 92689]	[1, 91309]	[0, 79590]	[1, 73985]	[1, 71251]	[6, 66860]	[16, 66486]	[2, 62944]	[0, 44474]	[0, 43739]	[1, 42811]	[2437, 42210]	[2309, 41891]	[44, 41717]	[1, 41543]	[39, 40745]	[111, 40191]	[0, 40176]	[2, 40062]	[0, 39555]	[12, 39050]	[0, 38115]	[52, 38054]	[0, 37690]	[0, 37240]	[0, 36723]	[25, 32032]	[0, 31033]	[0, 27745]	[0, 22689]	[0, 21476]	[0, 15008]	[0, 12399]	[0, 8320]	[0, 8127]	[0, 7992]	[0, 7642]	[0, 7046]	[0, 6504]	[0, 6361]	[0, 6158]	[0, 5796]	[0, 5674]	[0, 5353]	[0, 4685]	[0, 4513]	[0, 4416]	[0, 4215]	[0, 4055]	[2, 3920]	[0, 3530]	[0, 3253]	[0, 3041]	[0, 2983]	[0, 2969]	[0, 2855]	[0, 2805]	[0, 2699]	[0, 2656]	[0, 2646]	[0, 2489]	[0, 2415]	[0, 2387]	[0, 2378]	[0, 2321]	[0, 2318]	[0, 2276]	[0, 2274]	[0, 2186]	[0, 2168]	[0, 2165]	[0, 2145]	[0, 2140]	[0, 2043]	[0, 1951]	[0, 1942]	[0, 1930]	[0, 1899]	[0, 1884]	[0, 1880]	[0, 1803]	[0, 1788]	[0, 1774]	[0, 1750]	[0, 1658]	[0, 1652]	[0, 1650]	[0, 1599]	[0, 1553]	[0, 1537]	[0, 1484]	[0, 1472]	[0, 1451]	[0, 1445]	[0, 1444]	[0, 1428]	[0, 1428]	[0, 1400]	[0, 1368]	[0, 1361]	[0, 1308]	[0, 1300]	[0, 1298]	[2, 1233]	[0, 1216]	[0, 1202]	[0, 1201]	[0, 1179]	[0, 1143]	[0, 1136]	[0, 1121]	[0, 1048]	[0, 1048]	[0, 1045]	[0, 1040]	[0, 1029]	[0, 1026]	[0, 998]	[0, 993]	[0, 990]	[0, 981]	[0, 971]	[0, 970]	[0, 0]
