Sample	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0
SRR2155413	437.0	292.0	574.0	1238.0	3079.0	8535.0	18537.0	27890.0	34492.0	40543.0	47333.0	55117.0	61027.0	63551.0	64034.0	64321.0	65265.0	69147.0	75980.0	85936.0	102279.0	126379.0	161539.0	205345.0	255913.0	315463.0	380131.0	449518.0	524670.0	601953.0	683644.0	769364.0	854215.0	917357.0	907115.0	723199.0	320991.0	27472.0	2.0
SRR2155414	1409.0	831.0	1574.0	3669.0	9103.0	24533.0	53981.0	78300.0	97867.0	119671.0	145523.0	173496.0	191095.0	199673.0	200530.0	199982.0	202613.0	212038.0	231235.0	263581.0	314737.0	388280.0	490178.0	620172.0	777267.0	953232.0	1150307.0	1365165.0	1595259.0	1846236.0	2122086.0	2429257.0	2781933.0	3161233.0	3436199.0	3040725.0	1506787.0	191739.0	79.0
SRR2155415	1474.0	1069.0	2060.0	4707.0	11682.0	30327.0	63926.0	95341.0	122999.0	146167.0	174485.0	204487.0	227253.0	234988.0	231834.0	230817.0	233020.0	243070.0	262041.0	297453.0	350159.0	430847.0	539268.0	676020.0	835125.0	1008695.0	1201783.0	1402805.0	1612114.0	1824703.0	2045561.0	2272721.0	2504831.0	2698114.0	2782335.0	2497485.0	1405918.0	192492.0	99.0
SRR2155416	715.0	814.0	1567.0	3437.0	8264.0	22293.0	47574.0	69277.0	84267.0	96714.0	113740.0	131295.0	146048.0	151164.0	151358.0	151845.0	154473.0	162695.0	176728.0	200475.0	238429.0	296336.0	374223.0	474724.0	592407.0	723566.0	867589.0	1022253.0	1183530.0	1351749.0	1523781.0	1701265.0	1871877.0	1989723.0	1955311.0	1545768.0	675015.0	56053.0	7.0
SRR2155417	1843.0	1213.0	2349.0	5007.0	12572.0	33904.0	74291.0	107570.0	134581.0	164105.0	199620.0	235910.0	260621.0	269613.0	269645.0	268404.0	271999.0	285262.0	309698.0	353033.0	418783.0	517932.0	654290.0	825293.0	1027244.0	1255120.0	1502563.0	1772025.0	2061432.0	2362682.0	2691852.0	3056305.0	3466660.0	3902923.0	4198435.0	3667990.0	1795658.0	226666.0	114.0
SRR2155418	1491.0	999.0	1863.0	4375.0	10753.0	27901.0	59440.0	90440.0	115744.0	138753.0	166170.0	194861.0	216524.0	224642.0	224672.0	220859.0	222501.0	232815.0	252752.0	285826.0	338058.0	417396.0	524589.0	660315.0	819553.0	998887.0	1191531.0	1395226.0	1606604.0	1826637.0	2056280.0	2291625.0	2529280.0	2730332.0	2826666.0	2544644.0	1433697.0	194289.0	94.0
SRR2155419	602.0	629.0	1129.0	2523.0	5664.0	15153.0	32254.0	47845.0	58930.0	68318.0	80270.0	93386.0	104341.0	108335.0	108290.0	109170.0	111724.0	117659.0	128165.0	145827.0	173647.0	215266.0	274135.0	348006.0	436558.0	536177.0	644579.0	763441.0	883480.0	1009238.0	1142739.0	1272274.0	1396460.0	1477392.0	1434525.0	1115242.0	477623.0	39593.0	9.0
SRR2155420	1734.0	1006.0	1991.0	4513.0	11200.0	30445.0	66928.0	97832.0	121996.0	148949.0	181690.0	215196.0	239111.0	246388.0	247966.0	246020.0	250228.0	262567.0	286405.0	326336.0	388134.0	479676.0	606113.0	768134.0	959619.0	1176540.0	1419174.0	1680523.0	1959632.0	2258742.0	2585322.0	2942455.0	3352061.0	3795002.0	4101251.0	3602792.0	1775088.0	225325.0	94.0
SRR2155421	1105.0	695.0	1323.0	3192.0	7765.0	20629.0	44475.0	68367.0	88134.0	106425.0	126198.0	148667.0	166414.0	172504.0	171431.0	170404.0	171456.0	179424.0	193764.0	219659.0	258834.0	320861.0	403459.0	507408.0	631906.0	766136.0	915590.0	1071976.0	1231527.0	1399452.0	1569556.0	1740105.0	1913335.0	2057625.0	2110357.0	1872030.0	1043600.0	141605.0	80.0
SRR2155422	878.0	908.0	1626.0	3479.0	8860.0	23846.0	51773.0	74748.0	90033.0	103549.0	121969.0	141095.0	154818.0	160590.0	160934.0	161408.0	164351.0	172224.0	186982.0	212326.0	252488.0	312396.0	393124.0	495862.0	616886.0	752315.0	899241.0	1054518.0	1216079.0	1384706.0	1559645.0	1734929.0	1903285.0	2018178.0	1972621.0	1547374.0	670551.0	56189.0	5.0
SRR2155423	2287.0	932.0	1780.0	4117.0	10012.0	26253.0	58198.0	83900.0	104665.0	127439.0	155029.0	183881.0	203277.0	209638.0	209840.0	209444.0	211930.0	221750.0	241657.0	274922.0	326578.0	403537.0	508237.0	641678.0	798463.0	975515.0	1171858.0	1384474.0	1611087.0	1851787.0	2113144.0	2402612.0	2733554.0	3096125.0	3353514.0	2964212.0	1473899.0	190008.0	116.0
SRR2155424	1413.0	874.0	1674.0	3992.0	9997.0	25771.0	55172.0	82893.0	106790.0	128258.0	152219.0	180597.0	200474.0	207840.0	207636.0	205375.0	206536.0	215202.0	232694.0	263983.0	312626.0	384099.0	483996.0	609504.0	757095.0	920816.0	1096407.0	1281821.0	1476790.0	1676282.0	1882796.0	2097809.0	2311616.0	2495387.0	2575197.0	2306618.0	1289515.0	174409.0	82.0
