Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
SRR2155413	1266.0	2413.0	3484.0	4601.0	5603.0	6596.0	7553.0	8524.0	9475.0	10375.0	11268.0	12135.0	12980.0	13823.0	14655.0	15448.0	16263.0	17052.0	17812.0	18553.0
SRR2155414	3511.0	6720.0	9710.0	12464.0	15079.0	17583.0	20000.0	22249.0	24477.0	26604.0	28684.0	30657.0	32650.0	34511.0	36430.0	38234.0	39982.0	41678.0	43335.0	44905.0
SRR2155415	3465.0	6524.0	9377.0	12031.0	14540.0	16941.0	19277.0	21580.0	23655.0	25733.0	27693.0	29693.0	31619.0	33421.0	35289.0	37103.0	38848.0	40538.0	42105.0	43728.0
SRR2155416	2508.0	4904.0	7192.0	9271.0	11241.0	13145.0	14964.0	16750.0	18447.0	20070.0	21698.0	23341.0	24862.0	26339.0	27833.0	29291.0	30779.0	32201.0	33601.0	34916.0
SRR2155417	4343.0	8207.0	11762.0	15176.0	18322.0	21238.0	24049.0	26731.0	29366.0	31814.0	34258.0	36608.0	38810.0	41051.0	43194.0	45264.0	47330.0	49383.0	51290.0	53249.0
SRR2155418	3388.0	6499.0	9425.0	12166.0	14813.0	17322.0	19537.0	21768.0	23981.0	26062.0	28055.0	30039.0	32031.0	33843.0	35744.0	37490.0	39164.0	40793.0	42490.0	44118.0
SRR2155419	1961.0	3791.0	5550.0	7228.0	8709.0	10249.0	11723.0	13193.0	14582.0	15955.0	17236.0	18546.0	19799.0	21056.0	22270.0	23435.0	24625.0	25769.0	26857.0	27902.0
SRR2155420	4219.0	7926.0	11385.0	14537.0	17678.0	20484.0	23339.0	25959.0	28503.0	30960.0	33423.0	35734.0	38008.0	40158.0	42202.0	44215.0	46208.0	48145.0	50113.0	52024.0
SRR2155421	2581.0	5002.0	7259.0	9391.0	11400.0	13358.0	15253.0	17080.0	18797.0	20434.0	22012.0	23651.0	25190.0	26779.0	28284.0	29709.0	31141.0	32571.0	33876.0	35180.0
SRR2155422	2653.0	5108.0	7355.0	9394.0	11426.0	13351.0	15215.0	16902.0	18607.0	20217.0	21841.0	23377.0	24905.0	26441.0	28012.0	29460.0	30849.0	32194.0	33549.0	34833.0
SRR2155423	3517.0	6641.0	9610.0	12371.0	14990.0	17490.0	19801.0	22047.0	24278.0	26474.0	28473.0	30399.0	32347.0	34267.0	36141.0	37986.0	39773.0	41499.0	43230.0	44865.0
SRR2155424	3104.0	5898.0	8597.0	10989.0	13378.0	15593.0	17683.0	19689.0	21627.0	23525.0	25434.0	27296.0	29088.0	30813.0	32522.0	34172.0	35825.0	37456.0	38970.0	40488.0
