Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
SRR2155413	0.6470568165657795	0.687525605134551	0.7334430621496782	0.7710297982583053	0.8095197190577132	0.8488659450495515	0.8906811148097499	0.914790317179188	0.9398214631929065	0.9684399612431351	0.9908767666865792	1.0149586854439059	1.0281547451496953	1.041700210386907	1.0576273951315711	1.0754609925688485	1.0802713183083057	1.0971291912115084	1.1100877321622542	1.1136108013788595	1.119272699536605	1.1243747284177086	1.1311608899417571	1.1377251939906137	1.1401985024171581	1.1502964299975555	1.1544477671156048	1.1480880900326493	1.1430591885317836	1.1407417502515782	1.1384356739327826	1.13420681546061	1.1347789081583397	1.1370973764252537	1.1399927129486591	1.1445657080623877	1.1453839303319882	1.144750289073973	1.1471951052927258	1.1479598671740454	1.1498574249554672	1.1439054658587748	1.139672238658782	1.1388425134336562	1.1401626724460752	1.1424115790915057	1.1383416525256136	1.1360632592837183	1.1366261224209617	1.134120452460909	1.1243846287445514	1.1176306401949094	1.1144485931011887	1.1142876826457153	1.1108976403657438	1.1036654633535294	1.092813703572211	1.0836841966705957	1.0799356865728253	1.08018021515292	1.079851367278117	1.0806820065604876	1.0825573465218734	1.0802835868193084	1.0731397216058163	1.065178165560859	1.0564246241787767	1.0525720945709864	1.0526937602496347	1.04926703197587	1.0477956210930612	1.0487183670856173	1.0512378676237732	1.0536141998035067	1.0470173189156082	1.046608660568686	1.0436410126531839	1.0329990097011839	1.0256061176129345	1.0195385657708043	1.0138072636020428	1.0082824765027403	1.003479323763525	0.9958320239461733	0.9833842158373253	0.9675525110235326	0.9502351011369025	0.9338261446117956	0.9086112523805503	0.8733926615913705	0.8306987671771795	0.7825223121306405	0.729552236784098	0.6746943994281375	0.6144523191318091	0.5401284936973173	0.44524689982292176	0.3330981540086322	0.2074806986638621	0.0675811989368968
SRR2155414	0.6495649800823501	0.6928966429753713	0.7410065512740242	0.7787047200931763	0.8161553259036839	0.8536914348590864	0.8945146315053627	0.9181083284223284	0.942434085687014	0.970366285553775	0.9919183487169329	1.0160123112379835	1.0289059959372873	1.0418295055337115	1.0573143245788117	1.0759005683698621	1.0811209462795246	1.0974902546317464	1.1099444164852348	1.1130840068259602	1.1187666580955382	1.1235767222947093	1.1303587611652555	1.1367343559694072	1.139746748680572	1.149852776617264	1.1541376509539867	1.1479042610029626	1.1426898488686945	1.1401237618283113	1.1378104970018423	1.1336686218140448	1.1346633383445444	1.137370126379337	1.1406447708824947	1.1456046223295193	1.1468752858512823	1.1460949977671497	1.148329410029648	1.1487550235285564	1.1498987062787682	1.1437123414503718	1.1393005672213263	1.1382835513034768	1.1397598658821078	1.1429030511476574	1.1390031657791198	1.1368547233124933	1.1380177272422887	1.1357819691687585	1.1268762284899594	1.119970159679947	1.1164323042620283	1.115279456515708	1.111985118520951	1.1048953323151918	1.0934891931117705	1.0835665715752385	1.078405820517508	1.0789940459928482	1.0788143248820083	1.0799267782005868	1.0820645041569774	1.0799189652117747	1.0734177231273259	1.0652848642222195	1.0561149040076152	1.052676022104789	1.0522983192355062	1.0486481456644028	1.0475419779594293	1.0480886185620542	1.0502248589567071	1.052537399654778	1.0457275427239006	1.0450018642166208	1.0425177254988167	1.032175546467577	1.0245232832549371	1.0181182290931217	1.0122959226402017	1.0060331630679165	1.0010645302093242	0.9934769760967207	0.9808948080045997	0.9653219064752531	0.9480259858999868	0.9307441027148959	0.9052352124865205	0.8699392460710383	0.8277565433962224	0.7796674298773293	0.7271962501393633	0.672170138450324	0.6115594837327977	0.5374243975187069	0.44218214307688547	0.33099452165906584	0.20687349837737917	0.06744033877847148
SRR2155415	0.6469859866350376	0.6916341432182412	0.74023842427289	0.7783134506192847	0.8162581147051542	0.8542009935899674	0.8955946843085396	0.9200124770653749	0.9453228940753405	0.9735080792202776	0.9956295736597487	1.0197456690833522	1.0326070965614453	1.0460490660437178	1.062212334848863	1.080056420887983	1.0849258156911614	1.1005794056161649	1.1130488650232069	1.1162613173514087	1.1220837948512217	1.1264283907291748	1.1324544588833465	1.1387382327469342	1.1415988042675176	1.1519257489590804	1.1560746677573728	1.1502144521847966	1.145177115472171	1.1426468366038283	1.1403846204938834	1.1361173279834091	1.1369942492473428	1.1388108848106362	1.1415454713399749	1.1463218977046714	1.1466966835460708	1.1459229837691345	1.1476887605678856	1.1481543833644237	1.1496716482494895	1.1436504407859311	1.1393907816893132	1.1387025283548096	1.1396388727001656	1.14254852467836	1.138037399898684	1.1362287752693383	1.1365081728038968	1.1333384004408789	1.123726837139394	1.116179796114821	1.1129753394605655	1.11245894185934	1.1092869286672655	1.1022034817372974	1.0909927199581622	1.0817222766095562	1.0773060076758318	1.0780742800213472	1.078356331079607	1.079196613746333	1.081269009033404	1.0787395883034085	1.0720211283926984	1.0641538940017923	1.0548538694730265	1.0507864776948697	1.0501618301969438	1.0462329691619419	1.0447803367487973	1.0451262720935677	1.0471583152945012	1.0490878402835726	1.0427969768570846	1.0425629291912295	1.0403350585512916	1.0309108469855173	1.0237750584258207	1.0173797550401515	1.0115509163895116	1.0054988301158156	1.0003314171630602	0.992212899614111	0.9794661161650852	0.9638053943858771	0.9468458845197789	0.9299178827501821	0.9045469668461373	0.8691214264068665	0.8270018300511441	0.7790868935627773	0.7271433949210072	0.672970748762428	0.6128959921044003	0.5385057459377162	0.44283815427423817	0.3312040557372205	0.20643286812656933	0.06713074973601313
SRR2155416	0.6394459142918701	0.6802527018373616	0.7273986314380245	0.7651522405774553	0.8032146983127817	0.8420043039305599	0.8841530632498963	0.9086563201915446	0.9340866956418314	0.9630223182462354	0.9858889839854562	1.0111020546077023	1.0245834287292346	1.0382492035484805	1.054933363573753	1.0741181102007802	1.0803388083415288	1.097301994582297	1.1100793801087374	1.1140918646207054	1.1203498659403104	1.125407359780788	1.1325496930006655	1.1396256485835536	1.1426019676505668	1.1526449449465788	1.1565857252382263	1.1504027073066887	1.1460765385525418	1.14475707964372	1.1424157294307105	1.138440189713554	1.1396390580337896	1.1420483471385257	1.144881449710292	1.149205925534482	1.150474683756446	1.1504744526657253	1.1526630848529955	1.1527863828612495	1.1545548727252521	1.148711481387626	1.1445133133061283	1.143781532943566	1.1444755008462542	1.1468973748079176	1.14246633377672	1.1401360643890008	1.1404759893938343	1.1380123321462223	1.1282062380754836	1.121266894629452	1.117660625849107	1.117074824654138	1.1133264785766146	1.1058500803524445	1.09512201899501	1.0864762943138606	1.082158614685252	1.0826411923189332	1.082576838202453	1.0831811005278658	1.084331576281199	1.081456262047853	1.0749941307374755	1.0671381160542601	1.0576109225209507	1.0537815048289803	1.052620226554792	1.0488070413549222	1.0470954262172851	1.0472736113985532	1.0491432112672465	1.050959369421725	1.0442274339481283	1.0435794232842441	1.0414221543374307	1.031456231650119	1.0242797029927835	1.017956403661781	1.0121230109726926	1.006676053823983	1.00181864122054	0.9942121920982316	0.9817757872640559	0.9655680140654954	0.9476444424912124	0.9304048703030596	0.9044317256711485	0.8691292097503774	0.8268865031612431	0.778688735429073	0.7257126339363639	0.6708513850508184	0.6106212931434868	0.5364530567406678	0.44180604681656865	0.3312464071855267	0.20679487176825737	0.06735145928667237
SRR2155417	0.6472320589066837	0.6909680438487957	0.7392351279904003	0.77701433938142	0.8140992264079876	0.8517176752178465	0.8923285398968004	0.9161048552397121	0.9404473771482659	0.9685347801232134	0.9903358029772303	1.015093053441184	1.0273796244749143	1.0402855642340763	1.0560341164783191	1.0741298713265572	1.0789460284588601	1.095393607257086	1.1082154829284698	1.111589758330302	1.1174051828905056	1.1222248945279354	1.1290543819785495	1.135568608312525	1.13837830035965	1.148744257510555	1.1530454674849564	1.1467103179539881	1.141687096225727	1.139508396547109	1.1370897367863273	1.132702625855302	1.1336333507949456	1.1363154357733651	1.1394720640765406	1.1443435191303946	1.1458259148157397	1.1454406524330367	1.1478794250600555	1.1481070305337333	1.1497438042026629	1.1434860535384477	1.1395385873943422	1.13913879617076	1.1403739038579048	1.1428906825343337	1.138930933282768	1.137243846599678	1.138031816165414	1.1352227048027508	1.1257036551130546	1.11880408559382	1.1154088310335522	1.1148641774521797	1.1118210717140504	1.1043945150874908	1.0932193287994283	1.0838245261495885	1.0791533709103118	1.0799148894820594	1.0802029430143558	1.081195105857423	1.0830362881203546	1.0806366487452712	1.0745105992231414	1.066511451184156	1.0574817729817412	1.0542041691897264	1.0539485259982475	1.0501860971583996	1.048885553474896	1.0492512310629662	1.0513251221083493	1.0538309252972717	1.0471767792443287	1.0464785295111148	1.0441399154571545	1.0338298804848056	1.0262678942363526	1.019885850057192	1.0139923148701375	1.0078234040667273	1.002779951367756	0.9953440099112754	0.9828315957600965	0.9669449819858795	0.9493124625201198	0.932172361429704	0.9067329096310074	0.8714152409959864	0.8290627004610354	0.7812999841944884	0.7290437037589226	0.674489359253458	0.614192719235827	0.5397284143284488	0.44373747890660237	0.33188059735518755	0.2069259660081162	0.06737338854833251
SRR2155418	0.6447218689502496	0.6867342432312884	0.7344882769787112	0.7720676438698364	0.8099957399217081	0.8483060447245733	0.8898238793852254	0.9143964459329823	0.9396631705805722	0.9687751941804826	0.99076853640025	1.0153849579761005	1.0276109761271544	1.0412080762584546	1.0579045395268636	1.076459593954422	1.0816516922427988	1.0985900787164602	1.1115740574938149	1.1148198795552655	1.1204837025466543	1.1255658116406329	1.1329779441953305	1.1398604605995546	1.143102795939957	1.153286107353633	1.1570666883986245	1.1510853402833225	1.1461284296434278	1.143779447932995	1.1416093706076058	1.1377747632574235	1.1389163281174195	1.1411287853424141	1.1440052720769578	1.1486961836114522	1.1494944395054523	1.1490710942745872	1.1518456547546283	1.1522783128287533	1.1540085513977807	1.147650175922913	1.1430769992695775	1.1421669789503541	1.1432368374269641	1.1456803886869733	1.1412820215671864	1.139260040734833	1.1393770872145674	1.1364609770262408	1.1266714672509202	1.1196352457158103	1.1160052571413568	1.1150770335738927	1.1114784752586915	1.1038171376852601	1.0925534038797835	1.0828537851671174	1.0783713731306357	1.0793367496823656	1.0797794875539894	1.080219492450226	1.0822703239585245	1.0797727526311032	1.0729965635190115	1.0646686246486419	1.0555348004084977	1.0517404327301618	1.0511578799738464	1.0472245398574804	1.045702561417741	1.0457781849812828	1.048002972223425	1.0506891054327612	1.0435733188718952	1.043241246817185	1.040982061656916	1.030903539784219	1.023451207269428	1.0168637200470116	1.0109453666326151	1.0052659784663485	1.00038783672303	0.9922286741791438	0.9793513780111942	0.9636378824576287	0.9458269464909506	0.9286360587239652	0.9028764098157862	0.8673702344153603	0.8254351185391109	0.7779654157513676	0.726366848593567	0.6719296894601732	0.6117463333850947	0.5376569542065022	0.44212458373896324	0.33085100104318715	0.20652001927573982	0.06722263825567924
SRR2155419	0.6423852749990441	0.6846486741847335	0.7326476301419477	0.7715327335665275	0.8099550842442611	0.8487717720625543	0.8899993374003443	0.9149447985899211	0.9403090188977876	0.9683141388694521	0.9902116345170279	1.0148763392542048	1.0280187403522096	1.0415539114186652	1.0577224336844646	1.0764576348265549	1.0817931376284033	1.0985404379132726	1.1115003090096538	1.1151028170387491	1.121098056176282	1.1263186779835488	1.1334065226340484	1.140445358262992	1.1429977363089017	1.1535183262111128	1.1569985021889502	1.1507793608879122	1.1459008580196652	1.143718327531565	1.1416322170714819	1.1374615287964194	1.1386588497025705	1.140765244143403	1.1430915103502617	1.1469556061661461	1.1469692935435938	1.146815614496732	1.1495948725198046	1.1501566695876073	1.1519238852501534	1.1463714350944905	1.1420306286393374	1.1404113212859477	1.1416370707563543	1.1437936358970486	1.1393511853270963	1.1369331709329107	1.1371572592798065	1.1344002917380624	1.1248378273176551	1.1181256090099287	1.1152240437010323	1.1147654950129533	1.1110063937414942	1.1036465444333918	1.0929231474512613	1.0839501912729466	1.079655574190659	1.080353119126052	1.0798918854485897	1.080834878700424	1.0820558287428883	1.0800598115544684	1.0731436972536004	1.0655050317792074	1.0570597256419112	1.053829292577325	1.0530766813924919	1.049305816642722	1.0476159527090505	1.0471885394667182	1.0486614485581203	1.0506369616926376	1.0446415544990073	1.0441042794437445	1.0419163317217337	1.0324294240184901	1.0253300720687701	1.020163304332642	1.0150081310244765	1.0086263751785292	1.0031482948558748	0.9953067923866324	0.9823757251765755	0.9654772252879226	0.9477566369946422	0.9303877773091854	0.9047142307853523	0.8691874967699277	0.8263717137329148	0.7771957095409255	0.7246111061166389	0.6697742997681965	0.6093303424128578	0.5353050185870368	0.44034227590474445	0.3297177137608734	0.2059404759671295	0.06690531955365141
SRR2155420	0.6478103872341848	0.6906144138005866	0.7383416718780677	0.7760212607678247	0.8138030906126286	0.8515772661880152	0.8922887244844105	0.9166992724768799	0.9413454196999418	0.9696432609572173	0.9919526184517887	1.0167449658349748	1.029458604965689	1.0427325515666348	1.058253648443048	1.0763491799146396	1.081420606736401	1.0979530121311925	1.1110779357477234	1.1142874441801394	1.1199122732912126	1.1251983273253612	1.132019846418621	1.1382658774902286	1.141287742061696	1.1515200477882164	1.1549177792672303	1.148478866640577	1.1436315891986233	1.1416623518200746	1.1397020056258735	1.1358202871542047	1.1367650511813199	1.1396780775518887	1.1426089489296303	1.1467959034102608	1.1475141105917064	1.1474936879459494	1.1499799763395189	1.1501402335790036	1.1516743647844112	1.1453520761781697	1.141223334290659	1.1406175310027589	1.14184800686824	1.1442536131260264	1.1399178335890126	1.137949241001286	1.1379308329683877	1.1344493344150859	1.1247025455675634	1.1176830213879103	1.114921305681147	1.1144166904772672	1.1110666887844152	1.1040658807373935	1.0932521476141557	1.083987478526733	1.0794248024139146	1.079978546983065	1.0799255717972605	1.0807630666975898	1.0823256470450127	1.0799442601331941	1.074168035010021	1.0664020645241972	1.0573866078403227	1.0536908530085844	1.052989418948516	1.0490416255455426	1.0470404386066943	1.046741132251526	1.047955210604215	1.0497174321478655	1.043593128616913	1.0432315575246442	1.0408083807129047	1.0313765067502567	1.024058808358547	1.0180582090929178	1.0124306946677868	1.0062641106570318	1.0010872341505148	0.9931766460377723	0.9807469138687424	0.9643702554053845	0.9464831685324326	0.9288972492352351	0.9032418661068476	0.8687304881451539	0.826908524371657	0.7786627476910608	0.726093518543114	0.671004225769489	0.6104342522485551	0.536372027325442	0.44134315945602315	0.3303719085558621	0.20642444022339537	0.06725501771094929
SRR2155421	0.6399592215261968	0.6827979679967057	0.7302956403212959	0.7673879027731643	0.8046547079735825	0.8419315445761121	0.8827694011347057	0.9072433859621516	0.9324891768938143	0.9613922155092481	0.9835229246675112	1.0079770512437727	1.0210615996154202	1.0350314128764546	1.0510803985695867	1.0693591681806445	1.0747525347794298	1.091248111770837	1.1043421736280363	1.1087625789908389	1.114565953573342	1.1195227462899175	1.1264339292012804	1.1338191245796947	1.1371706223902405	1.147301831893977	1.1517236881610917	1.1457350308911811	1.1414228404198434	1.139242791314864	1.1372093067410445	1.1337619482613512	1.1346305266624412	1.1367967476692764	1.1397851967913764	1.1445730389972397	1.1458086886061658	1.1458146179843254	1.1486908819754298	1.1493941183240908	1.1513101087120357	1.1451305989086944	1.1406682560760506	1.1396317288351634	1.140766420005122	1.1429985289546316	1.1386302865188564	1.1370206082622598	1.1381007961750254	1.13562598567369	1.1258459210284966	1.1191289442518348	1.115635408914165	1.1147617899912543	1.1120055922868664	1.105380919407724	1.0944433450126734	1.0854024075205442	1.0812825522455944	1.082018744020372	1.0821912931236457	1.082894753835766	1.085216775334524	1.083535444353351	1.0779736395707784	1.0706583760790078	1.062052655019137	1.0586008744112025	1.0582343309646578	1.0544087429975062	1.0530917846003405	1.0534778874105466	1.0551785446646944	1.0574548563624488	1.0510412188852265	1.0506347451996603	1.048342809286212	1.0383022940100608	1.031156847687883	1.02475593002078	1.0186276134745365	1.0122873497734461	1.007242770816777	0.9997899921614579	0.9871241783524242	0.9709835093853523	0.9531553549205121	0.9356296344354874	0.9099471566233027	0.8742323932770206	0.8317437556747036	0.7836849173004026	0.7318901140251619	0.6772290761776708	0.616484466361274	0.5413921013645664	0.4448198725583003	0.33257919878390857	0.20734285278926662	0.06735819540832595
SRR2155422	0.6459485033476621	0.6875135998762277	0.7346058545414906	0.7733858416111264	0.8115767058733316	0.8498070690570625	0.890567781856773	0.915072698878713	0.9400951974386806	0.9683511003620615	0.9903533381413526	1.0142437129421316	1.0274044664537203	1.0414272057697505	1.0574482366161393	1.0752800991594087	1.0806374272672952	1.0974979366840525	1.110546108135162	1.1147249473750025	1.1209079473772428	1.125819722727214	1.1326707595088763	1.14029666048032	1.1428808385005484	1.1527317038803597	1.1564198222015643	1.1503403004664032	1.1456625130850435	1.143887653960334	1.1417499138913139	1.137315932017923	1.1386758867376354	1.1413067756216373	1.1444895633938472	1.1485836633402071	1.1490444106681712	1.1488014561923574	1.1517328326815883	1.1526528604386646	1.1549110647973742	1.148332681376434	1.143949552113559	1.1428789651066227	1.1437300123299785	1.1456267172414718	1.1409680105052593	1.13901407025431	1.139590014084103	1.1369581441686543	1.1273499444480823	1.1200480281140686	1.1162138885239905	1.1148985889588836	1.1116352756158585	1.1039959381015185	1.0929970912479143	1.0838504271817948	1.079090995980112	1.0791515250038777	1.0788056471154148	1.0796749756786685	1.0804070159350923	1.078179591289415	1.071992489637534	1.064238617106954	1.055157775200388	1.0514344603752355	1.050797851941977	1.0473578098586704	1.04611025895674	1.0462572955208067	1.0480097530657908	1.0504604464864788	1.0439656682645053	1.0435148345868512	1.0412368600659534	1.031258841681376	1.0239954321493823	1.0178656753971074	1.012141581223349	1.0058373845371378	1.0013573122764308	0.9941289292065405	0.9811785100925596	0.9639096434539516	0.9464486730702918	0.9294425413400287	0.9037344181105859	0.8686120837650873	0.8260468224790006	0.7774673732337967	0.7245839908221032	0.6692190477689349	0.608651983441387	0.5351833708630388	0.441018177401922	0.33014329179702673	0.205798633106749	0.06672494798346308
