Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
SRR2155413	53919.0	77704.0	92226.0	102727.0	110543.0	116906.0	122181.0	126856.0	131016.0	134711.0	138049.0	141161.0	144023.0	146680.0	149153.0	151421.0	153658.0	155843.0	157867.0	159808.0
SRR2155414	90753.0	116878.0	131319.0	141534.0	149594.0	156531.0	162499.0	167837.0	172812.0	177437.0	181732.0	185747.0	189580.0	193153.0	196644.0	199885.0	203099.0	206164.0	209092.0	211814.0
SRR2155415	88533.0	114662.0	129300.0	139657.0	147731.0	154646.0	160744.0	166161.0	170938.0	175432.0	179588.0	183622.0	187420.0	190968.0	194410.0	197735.0	200931.0	203897.0	206723.0	209570.0
SRR2155416	77910.0	103914.0	118683.0	128925.0	136978.0	143483.0	149069.0	154201.0	158663.0	162749.0	166565.0	170245.0	173556.0	176707.0	179906.0	182871.0	185758.0	188526.0	191230.0	193757.0
SRR2155417	97372.0	123401.0	138140.0	148835.0	157410.0	164682.0	171085.0	176865.0	182275.0	187192.0	191773.0	196182.0	200343.0	204304.0	208035.0	211665.0	215184.0	218598.0	221817.0	225007.0
SRR2155418	88552.0	114787.0	129435.0	139763.0	147940.0	154853.0	160796.0	166200.0	171108.0	175701.0	179918.0	183911.0	187792.0	191280.0	194793.0	198106.0	201278.0	204277.0	207253.0	210088.0
SRR2155419	68163.0	93749.0	108602.0	118944.0	126762.0	133260.0	138803.0	143668.0	147983.0	151868.0	155462.0	158879.0	161997.0	164950.0	167792.0	170425.0	173054.0	175595.0	177957.0	180198.0
SRR2155420	96413.0	122682.0	137452.0	147693.0	156203.0	163278.0	169654.0	175359.0	180825.0	185684.0	190362.0	194815.0	198953.0	202852.0	206524.0	210063.0	213503.0	216798.0	220020.0	223167.0
SRR2155421	79980.0	105838.0	120382.0	130433.0	138449.0	144941.0	150488.0	155490.0	159972.0	164098.0	167846.0	171526.0	174974.0	178332.0	181437.0	184364.0	187176.0	189912.0	192427.0	194991.0
SRR2155422	78214.0	104075.0	118611.0	128984.0	137003.0	143561.0	149266.0	154238.0	158737.0	162865.0	166672.0	170236.0	173665.0	176899.0	180063.0	183007.0	185807.0	188458.0	191140.0	193610.0
SRR2155423	89313.0	115308.0	130018.0	140343.0	148588.0	155532.0	161588.0	166935.0	171932.0	176569.0	180866.0	184793.0	188546.0	192183.0	195734.0	199183.0	202399.0	205439.0	208456.0	211329.0
SRR2155424	85678.0	111657.0	126166.0	136305.0	144317.0	150944.0	156654.0	161886.0	166686.0	171016.0	175087.0	178960.0	182702.0	186143.0	189492.0	192646.0	195750.0	198680.0	201464.0	204190.0
