Sample	1	10	11	12	13	14	15	16	17	18	19	2	3	4	5	6	7	8	9	MT	X	MU069435.1
SRR2155413	213751	141918	313340	120760	144543	119346	227128	118681	197524	120407	151785	285239	204030	233059	219974	168632	206470	160859	263829	4229	177991	5933
SRR2155414	711241	466656	1052978	400450	488264	397881	769094	410090	659440	406572	510396	954961	673853	771696	732080	559753	678964	540549	889016	15708	590998	25380
SRR2155415	683909	446355	996240	386624	468915	379042	722588	390720	623276	385674	474791	910056	647382	732859	687123	538985	642272	513264	842518	16511	561909	23470
SRR2155416	477745	317965	706400	270328	327378	271651	511572	274819	444879	274532	337819	647878	460911	519924	496747	386936	457844	365898	603343	10104	400007	17969
SRR2155417	907317	594582	1341194	512207	628678	506704	984633	528786	841378	522252	646028	1220629	865242	982074	930257	720187	869266	691256	1136296	19659	753709	32187
SRR2155418	687539	446484	993830	389514	474704	385152	722082	397029	627335	393506	469876	915411	655418	735938	703977	542341	643716	512106	857842	14551	567272	25808
SRR2155419	350780	229668	510506	196754	236349	196761	361145	196539	310274	195346	243999	465741	334448	374237	352960	278367	330962	263618	429172	7780	290172	12902
SRR2155420	862979	560304	1277911	491483	589432	479358	923558	492703	794813	486125	610015	1154327	820594	928308	849712	685557	822391	657106	1064814	18233	713833	32857
SRR2155421	512753	331873	753400	289658	349587	285309	538849	287829	479057	287869	357435	681527	484321	550354	510112	405245	486370	386436	627757	9385	423900	17905
SRR2155422	494939	317926	724708	274995	329147	273804	512098	276840	437152	268289	343701	645504	462260	525973	494226	390150	471797	377897	594840	9882	405997	16611
SRR2155423	710162	451329	1048674	400554	477009	392351	743099	401013	625667	389161	489145	932609	666119	750636	708069	559274	668157	542544	849989	15566	576854	25635
SRR2155424	622412	394187	914271	344132	414323	343817	644657	344425	552036	340813	426751	813793	579003	658040	624849	488749	579081	472122	748120	11937	508693	21107
