Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
SRR2155413	17197.0	26076.0	32215.0	36759.0	40305.0	43194.0	45732.0	47842.0	49766.0	51534.0	53142.0	54506.0	55842.0	57027.0	58109.0	59174.0	60168.0	61128.0	62027.0	62864.0
SRR2155414	31802.0	43585.0	50678.0	55689.0	59639.0	62765.0	65592.0	68037.0	70277.0	72302.0	74233.0	75952.0	77654.0	79331.0	80808.0	82251.0	83625.0	84971.0	86273.0	87561.0
SRR2155415	30282.0	41909.0	48798.0	53675.0	57541.0	60643.0	63402.0	65829.0	67939.0	69975.0	71806.0	73533.0	75103.0	76612.0	78119.0	79554.0	80764.0	82075.0	83331.0	84485.0
SRR2155416	26157.0	37144.0	43899.0	48683.0	52424.0	55425.0	58046.0	60391.0	62320.0	64118.0	65829.0	67360.0	68821.0	70265.0	71506.0	72708.0	73893.0	75005.0	76083.0	77137.0
SRR2155417	34549.0	46858.0	54076.0	59178.0	63143.0	66656.0	69595.0	72199.0	74599.0	76790.0	78818.0	80786.0	82586.0	84337.0	86044.0	87727.0	89300.0	90879.0	92351.0	93743.0
SRR2155418	30171.0	41782.0	48594.0	53494.0	57242.0	60333.0	63101.0	65464.0	67651.0	69605.0	71374.0	72989.0	74633.0	76156.0	77628.0	78965.0	80350.0	81586.0	82786.0	83964.0
SRR2155419	22325.0	32630.0	39025.0	43735.0	47346.0	50352.0	52896.0	55133.0	57088.0	58793.0	60336.0	61743.0	63126.0	64366.0	65588.0	66715.0	67827.0	68808.0	69815.0	70755.0
SRR2155420	34176.0	46261.0	53495.0	58612.0	62621.0	65937.0	68919.0	71426.0	73837.0	76071.0	78195.0	80060.0	81809.0	83547.0	85195.0	86784.0	88243.0	89733.0	91160.0	92504.0
SRR2155421	26865.0	37886.0	44661.0	49447.0	53236.0	56238.0	58783.0	61071.0	63135.0	65001.0	66686.0	68242.0	69703.0	71072.0	72370.0	73622.0	74881.0	75983.0	77069.0	78120.0
SRR2155422	26429.0	37392.0	44108.0	48978.0	52611.0	55639.0	58260.0	60540.0	62566.0	64450.0	66179.0	67776.0	69299.0	70712.0	72023.0	73218.0	74445.0	75592.0	76711.0	77742.0
SRR2155423	31178.0	42999.0	50033.0	55074.0	59079.0	62322.0	65132.0	67604.0	69828.0	71853.0	73774.0	75644.0	77323.0	78980.0	80591.0	81989.0	83472.0	84876.0	86228.0	87489.0
SRR2155424	29060.0	40533.0	47407.0	52125.0	55826.0	58887.0	61606.0	63976.0	66066.0	68019.0	69813.0	71479.0	73011.0	74541.0	75927.0	77218.0	78528.0	79741.0	80930.0	82044.0
