Sample	1	10	11	12	13	14	15	16	17	18	19	2	20	21	22	3	4	5	6	7	8	9	MT	X	Y	KI270733.1	GL000220.1
SRR2155413	0.1076810474198225	0.027865248625571715	0.06566098517617683	0.048051776571298735	0.01252360611758348	0.02055622107553412	0.020710379567890874	0.0317906408943031	0.04852928489513919	0.010181450290540883	0.06001083705476083	0.06140104025384637	0.021002993451519597	0.043434586099289366	0.021806724125334877	0.03744193802311554	0.020352751015746476	0.04662767765401798	0.0741777152504975	0.05958895983903172	0.03667162431441362	0.03629206887112034	0.020560338352038056	0.03518863876806491	0.0009176739072963597	0.01526044598530592	0.01515224778880708
SRR2155414	0.10665000516031084	0.02729928505726253	0.06374602472775835	0.047976565985148455	0.011969975450455658	0.02000861179742932	0.01980236855447568	0.031028949061810373	0.048744239767780376	0.009752959283173608	0.05917695016042081	0.05997090487037468	0.02048860530051338	0.048575303034319166	0.021570747861572828	0.03619461759840826	0.019702743537063156	0.04544285336426888	0.07434127081254875	0.059034463544800804	0.03568696144542845	0.03551371035372662	0.02494302509264591	0.03481540468398313	0.0010677895653439164	0.018017634163851996	0.017911410716189107
SRR2155415	0.1069118451013595	0.027511670054245662	0.06292233372078121	0.04785445930598585	0.012183267283682584	0.020211193129297186	0.020043812096365302	0.030536397752979928	0.04811578682848905	0.009942166967242155	0.057975639621976376	0.06071926782119621	0.020467311268635754	0.04818830381004221	0.0211416304007762	0.03649782641447332	0.020144092722284526	0.045922399726033805	0.07402785066474393	0.058862448309451566	0.03587347000268461	0.03526127868453603	0.026587330128970712	0.034754666171775264	0.0011249899734173466	0.017860814161471342	0.01778489332160038
SRR2155416	0.10634229972296874	0.02744879317676319	0.06428621547570841	0.047563781861342344	0.012274632069179194	0.020151424593308473	0.020416240101648577	0.031312774801568015	0.04756323236387891	0.009910820788588036	0.0585339492213621	0.06019972964724799	0.0205654075284534	0.0497684079536799	0.021397853916522037	0.03665363653194398	0.019926511054620892	0.045884433075013165	0.07367298476032189	0.05875683384633853	0.03585500537239443	0.035930751484277185	0.02264204298084621	0.03455096335359147	0.0008966953222549009	0.018500142446650138	0.018400767943839668
SRR2155417	0.10631716078382228	0.027216065029923946	0.06363854936742652	0.048371384657960106	0.011965376685845141	0.01987074124588583	0.01991149857079204	0.030776071719194883	0.04875296482856319	0.00977513185483784	0.05935384942483143	0.05993439115749713	0.020495064305742106	0.04871612091837793	0.02146007679942978	0.03617015802924526	0.019731837258603183	0.04570172428832608	0.07499003135423428	0.058858535638900866	0.0356988361437914	0.03549015775085917	0.02418714874184495	0.034801040994998145	0.0011203261404251939	0.01812442439728577	0.018021986319902844
SRR2155418	0.10647663956893831	0.027426180604086546	0.06275996781228817	0.047628425233761075	0.012262341874093807	0.020116111736668968	0.020097900950532314	0.030414664904444055	0.04757187750140471	0.009945269810182317	0.05730542482227982	0.060615043665221864	0.0203687937611379	0.05019013475156657	0.021045333306302004	0.03653015924242187	0.020123331223082366	0.045915756785462676	0.07475710406303265	0.05874001044085072	0.03575729112139899	0.035362665153855215	0.024376345402860898	0.034761650276762694	0.0011459829657838776	0.01891419985164987	0.018822703911594355
SRR2155419	0.10774132560315489	0.02753143335091707	0.06389247418486327	0.04687662979790233	0.01227811976255689	0.020313269462161162	0.020479011378205524	0.031722048737893124	0.047058922917768045	0.010020891871962416	0.05721664956854517	0.061972074785924834	0.020348843056485523	0.049393044942782544	0.021240194345614537	0.037106764517230405	0.019896098668622315	0.04563730094232095	0.07144884583226033	0.057817550218392556	0.03615610474774155	0.03548813724074307	0.025550403674091397	0.03448541014256621	0.000909339229393191	0.01844884531503521	0.018339998162126742
SRR2155420	0.10645887889958246	0.027270922407737912	0.06376272524588705	0.04755164693824978	0.011750500855299615	0.019970829001236153	0.019807483454632055	0.031201038035349914	0.0485603305922973	0.00967343400478523	0.05853332795875287	0.06074786360426779	0.020395490356334683	0.05077908250351664	0.02145727115870395	0.03609297190206402	0.019531758210598302	0.04512745632226726	0.07331574084885012	0.05760456802272892	0.035648179036541584	0.03493451815032887	0.025344158479697985	0.03443526132507501	0.00111469262033037	0.01923726826755032	0.01913341376670985
SRR2155421	0.10699445804285954	0.027736900682529503	0.0640614133926373	0.04810608916251857	0.011985330638971562	0.020212023471855356	0.02004937277408347	0.031314236446075595	0.0488984186637581	0.009784158488156475	0.058775363673794566	0.06169884441596762	0.02055934599294666	0.048855591101082924	0.021522829010897245	0.03672046195149177	0.019940285917278623	0.04568936859242063	0.073909715266063	0.058256103966043894	0.0360327132048543	0.03512185362393278	0.02128118438233564	0.03477774414962955	0.001141924665180933	0.018075386541283656	0.017931387188281564
