Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100
SRR2155413	0.2561523140506038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3948239521421245e-05	0.0	0.0	0.0	0.00043438678360065624	2.7529061880045528e-05	0.00039168463450968915	6.633690957455541e-05	0.0013518750756620656	5.5537030870369685e-06	0.0007960959898028454	5.580538074365022e-06	0.0007273456449452163	0.00011782789989610946	0.0027586242616950327	0.008766974000637032	0.005375534743664759	0.01325615356803678	0.005211438827919377	0.009812392678749325	0.007485194268450182	0.011133415213577654	0.0029372097691364733	0.002464481605616175	0.0017896090037685304	0.004063342101227012	0.025827436167019775	0.0009358862810503227	0.010029663399139235	0.004104223095994966	0.024129223847712225	6.050398488320039e-06	0.00013989713667664376	9.18203382049124e-05	0.0015419820019860729	0.0	0.0	2.5384086614564983e-05	0.0010479923937612176	1.305937464270367e-05	1.332713621499336e-05	0.0002673685342061705	9.41894048946756e-05	0.0
SRR2155414	0.096960683942121	0.0022360935687624475	0.005925811653675007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.494394362241723e-05	3.437625544949589e-05	0.0	0.0	0.0022559582363642643	5.5772620407018084e-05	9.396399741690015	2.3057411439282488e-05	0.0011993185626996816	0.00013387104318101397	9.936002209766892e-05	0.00032858326396990417	4.990133508027927e-06	0.00019513914722124525	0.0003129227751939523	0.00015288171447669884	0.0031783687376730667	0.0036814152050948755	0.006124608143611389	0.011170931173763212	0.010998017003468105	0.005625599157639914	0.0043888726507107945	0.002667005950845611	0.0058666735128537735	0.0035537249296763804	0.009765512854513941	0.005869471347212001	0.004681311230515012	0.005795480145608117	0.0007249233344592503	0.0034842595441764903	0.0020608981174406664	0.0046963962738397124	4.378057685652905e-05	3.6767215379976206e-05	0.0	2.2473424332972846e-05	0.00015917591445568005	2.306687168758521e-05	0.0	0.0005746508759839315	0.0	0.0
SRR2155415	0.09899457217182274	0.00021349879903482014	0.005847112270340719	0.0	0.0	0.0	1.0842674250144009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002440385484394114	5.695092316324687e-05	8.473695194474071e-05	9.012601245742543e-05	0.0024185749895160335	6.794503448802841e-05	0.00013276680572708483	0.0029237269534025893	8.785288395013555e-06	4.583817491710034e-05	0.0009842928111076948	0.0012595621985957057	0.004020262336782133	0.013163603703080203	0.011380434423630445	0.01527959308401143	0.008109006299875349	0.008273924647899097	0.006001744781151725	0.5521655941086515	0.0076399575367126415	0.005900470857574435	0.011070856092686028	0.004046977510062283	0.00843359092285309	0.004251041026074209	0.0005286286982253038	0.0019812806226166676	0.003989975312558849	0.0001614364749804973	0.00014903127027058138	0.0	0.0	1.4146847388195898e-05	0.0016164510049910229	4.165936673055061e-06	0.0003106107526464462	0.0005299909737281065	0.0	0.0
SRR2155416	0.2541175375800146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.393298802684832e-05	0.0	0.0	0.0	0.00044652515848559387	2.9648159363204976e-05	0.0005051442378704407	5.9564903693602305e-05	0.0013160966305512999	4.988373846494667e-06	0.0006551581387957519	1.5042470535247453e-05	0.0007164594414572694	7.816655158953321e-05	0.0025077540463661705	0.008225920314541708	0.005072120084931847	0.012817669269884023	0.004823223331326231	0.009064122621352531	0.006839606253438771	0.010404773551794696	0.0027864175163301447	0.0022042362376542435	0.0015992454301627702	0.0038022004818554864	0.025232621702882502	0.0008598443553541254	0.009488275175977308	0.0037186842863217427	0.0233970934446193	0.0	0.00010159657368026531	8.016789036040276e-05	0.0015576230671994539	0.0	0.0	5.740648576754007e-06	0.001015257103388867	2.068983516378768e-05	1.8107460717448375e-05	0.00024855342682318367	9.527476898414657e-05	0.0
SRR2155417	0.09490123991771428	0.002330453367692847	0.0058390803823859675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.580752733848372e-05	2.977801525385305e-05	0.0	0.0	0.0022366109129844454	5.4498300068263015e-05	9.278870687634148	1.954739263389348e-05	0.0010953169911341988	0.00010726467402651456	7.60318206278262e-05	0.0003521242374194517	6.585914486036352e-06	0.0002285370004442072	0.0002969554037412298	0.00017573230814654908	0.0031786199044830737	0.0035579533744576355	0.005999960862788981	0.011155159435051977	0.010915517330294418	0.005496976390520461	0.004299923271321467	0.0025716504493046594	0.0058157613634701255	0.003541629307963006	0.009944933091998143	0.005765807140194806	0.0045490428441075535	0.00576118534486857	0.0006628890395560762	0.0034992133250043417	0.0018817637430726857	0.004731235275075345	2.904986490650824e-05	2.9288478302172687e-05	0.0	8.960606396493034e-06	0.00015726330874017453	2.149291804512392e-05	0.0	0.0005662353385061826	0.0	0.0
SRR2155418	0.09961251355472568	0.00022381739365540356	0.005984532771893714	0.0	0.0	0.0	1.0908308831641527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023401656923472394	0.00010352717785120231	0.00017633382274612961	0.00012646620894792083	0.002438078493381407	7.138035611207009e-05	0.00014138682954801808	0.0029035032508122937	1.930720652892496e-05	5.9870666330052645e-05	0.0009670237306032408	0.0014014649945217638	0.004170190248327868	0.013478391382322551	0.011581054950007786	0.015519020935110423	0.008397476182644564	0.008375990714678492	0.006164340212223467	0.5544447192295204	0.00762555098940694	0.005949947125680018	0.011049686340727154	0.0040136571273483865	0.008532960641573412	0.004251042057939663	0.0005112026157458691	0.0020012185834725	0.003963728691498191	0.00014321662487999076	0.00022236176398182978	5.901590506182172e-06	0.0	1.405414612770328e-05	0.0017554739869267433	2.066934704003169e-06	0.0003965661840378862	0.00047511592286148045	0.0	0.0
SRR2155419	0.2550964470208575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3426338778350216e-05	0.0	0.0	0.0	0.00039146043449163906	3.6854057263164096e-05	0.0005304329884198421	6.0557333361862566e-05	0.0012577909697082793	1.3521668084357225e-05	0.0006913214956049236	2.0383401592249416e-05	0.0006948544596678881	8.540482158727798e-05	0.0025402630841803763	0.008044777569301267	0.005189744635866461	0.012300971120527852	0.004861902453019732	0.009053589272378282	0.006829355371352957	0.010256461226928646	0.002805528015231505	0.002095267182078718	0.001518828662222132	0.0036983336876525563	0.02456371801844188	0.000903215932844667	0.009430433756377435	0.003639621274955317	0.024027264831355262	0.0	0.00011882552406419237	8.597262758627624e-05	0.0015672640140246019	0.0	0.0	2.7164410772303212e-05	0.0009008376413238223	3.1981407289058434e-05	2.4501004377839462e-05	0.00026922720811847913	0.00012912760853353605	0.0
SRR2155420	0.09492143961743373	0.0021042031092450664	0.0058426076062863645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011074753206552979	2.160927454937167e-05	0.0	0.0	0.0022397580574687855	6.76709056127968e-05	9.315276119272099	2.3102155857851944e-05	0.0011611667136328882	0.00013911374777428234	9.566456134477696e-05	0.00031227151021692804	1.098315853453473e-05	0.00024092386454819788	0.00034119655560005077	0.00017059299859981981	0.0031492190229320256	0.0035794625372681825	0.006024219551692259	0.011257108038524262	0.010945272661705911	0.005608961362139386	0.004305127704442882	0.0026555618115134765	0.005781867050416419	0.003404664041647197	0.009873236424372121	0.005777936748386909	0.004510868307764072	0.005656283177402652	0.0006521237861076378	0.0034924043091948066	0.0018610873400552754	0.0048596803237607065	2.563702928057896e-05	2.584050302156802e-05	0.0	1.5493460760230963e-05	0.0001709535544600308	2.0694350209979203e-05	0.0	0.00047842321310763577	0.0	0.0
SRR2155421	0.1006433754986924	0.00018188835765362563	0.005793144191267976	0.0	0.0	0.0	0.9917781005689831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002298362234859169	6.379787956810476e-05	0.00010957671496633243	7.778129318720517e-05	0.002481169824333635	6.897301072295809e-05	0.00014522676283045024	0.00289849705993239	1.1590664554229416e-05	4.418946759854966e-05	0.0008966588948445616	0.0012505516328720143	0.004063142028910046	0.013233083447738938	0.011464581627464332	0.015515563543542586	0.008245894393645663	0.00815868163795985	0.005938226486762906	0.5036040822514654	0.00764741613506317	0.005773157086698447	0.010973428710512934	0.003949035985454499	0.00865766602291889	0.0041665301137212936	0.000489957048857537	0.0018473832473373483	0.0039015859883498897	0.00013307910447180597	0.00018829990055701688	2.6018132452796474e-06	0.0	2.3909044257473945e-05	0.0017177007310324312	0.0	0.0003242159068876511	0.0004402237314830893	0.0	0.0
