Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
SRR2155413	1223.0	2366.0	3435.0	4405.0	5394.0	6340.0	7256.0	8131.0	8952.0	9809.0	10591.0	11421.0	12187.0	12971.0	13791.0	14514.0	15287.0	15996.0	16709.0	17455.0
SRR2155414	3369.0	6474.0	9290.0	11866.0	14311.0	16762.0	19098.0	21213.0	23288.0	25379.0	27337.0	29218.0	31129.0	32927.0	34711.0	36435.0	38101.0	39749.0	41364.0	42904.0
SRR2155415	3220.0	6143.0	8855.0	11378.0	13871.0	16196.0	18409.0	20536.0	22511.0	24470.0	26351.0	28271.0	30076.0	31782.0	33511.0	35144.0	36786.0	38330.0	39868.0	41452.0
SRR2155416	2517.0	4783.0	6917.0	8910.0	10831.0	12656.0	14438.0	16103.0	17738.0	19415.0	20904.0	22430.0	23914.0	25345.0	26664.0	28021.0	29342.0	30651.0	31914.0	33210.0
SRR2155417	4257.0	7868.0	11222.0	14375.0	17310.0	20215.0	22917.0	25493.0	27996.0	30355.0	32693.0	34899.0	37065.0	39100.0	41173.0	43250.0	45213.0	47091.0	48978.0	50725.0
SRR2155418	3304.0	6165.0	8925.0	11558.0	14028.0	16347.0	18576.0	20723.0	22729.0	24783.0	26705.0	28594.0	30384.0	32119.0	33871.0	35559.0	37209.0	38836.0	40429.0	42047.0
SRR2155419	1939.0	3682.0	5387.0	6890.0	8411.0	9910.0	11242.0	12558.0	13829.0	15137.0	16395.0	17587.0	18784.0	19855.0	20990.0	22093.0	23172.0	24267.0	25394.0	26381.0
SRR2155420	4018.0	7547.0	10963.0	14133.0	17044.0	19788.0	22420.0	24995.0	27377.0	29690.0	31895.0	34148.0	36269.0	38305.0	40305.0	42219.0	44109.0	45945.0	47759.0	49522.0
SRR2155421	2494.0	4792.0	6956.0	8909.0	10823.0	12693.0	14451.0	16156.0	17888.0	19462.0	21022.0	22502.0	23927.0	25332.0	26712.0	28053.0	29366.0	30675.0	32010.0	33345.0
SRR2155422	2574.0	4889.0	6987.0	8986.0	10936.0	12775.0	14509.0	16172.0	17791.0	19436.0	20983.0	22436.0	23860.0	25222.0	26667.0	27951.0	29246.0	30522.0	31713.0	32963.0
SRR2155423	3411.0	6431.0	9177.0	11757.0	14176.0	16585.0	18922.0	21078.0	23236.0	25227.0	27223.0	29169.0	31022.0	32788.0	34576.0	36296.0	37952.0	39561.0	41120.0	42722.0
SRR2155424	2955.0	5732.0	8199.0	10451.0	12778.0	14847.0	16889.0	18872.0	20751.0	22556.0	24297.0	26035.0	27727.0	29318.0	30966.0	32512.0	33986.0	35452.0	36896.0	38378.0
