Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
SRR2155413	159.0	157.0	258.0	370.5	388.0	440.0	566.0	716.0	842.0	958.5	1113.0	1319.0	1551.0	1820.5	2001.0	2161.5	2498.0	2948.5	3595.0	4546.0	5913.5	8005.5	10905.5	14825.0	20103.5	26701.0	35018.5	45203.0	56500.5	69397.0	83379.5	97155.0	111707.5	127738.0	145648.5	164835.5	185240.5	206409.0	226668.5	245283.5	261612.5	276373.0	289965.5	300249.0	306909.0	312998.5	318236.0	318616.5	317204.5	317618.5	318537.0	320061.5	318182.5	312263.0	306006.5	300379.0	291227.0	280707.5	271597.0	262103.0	251811.0	238965.5	222848.0	204822.5	187015.0	168365.5	149155.0	131762.5	115214.5	98647.5	83244.5	69600.0	58482.0	48676.5	40319.5	33892.0	28289.5	23405.5	19442.0	16000.5	12962.0	10412.0	8452.5	6769.5	5361.0	4245.5	3411.5	2825.5	2243.5	1724.0	1345.0	1039.5	866.5	661.0	409.0	248.0	179.5	167.5	110.0	51.5	50.0
SRR2155414	553.0	554.0	903.0	1272.5	1340.5	1533.5	1906.0	2290.5	2625.5	2996.0	3552.0	4199.5	4792.0	5517.0	6161.5	6866.5	7765.0	8899.5	10528.5	13048.5	16979.0	22900.5	31522.5	43865.5	60120.5	80329.0	106464.0	138000.0	173689.5	215003.5	259709.0	304611.0	352316.5	405360.5	464932.5	530015.0	597841.5	671181.5	741305.0	806054.5	865031.5	915799.0	964738.0	1004530.0	1032715.5	1058452.5	1078226.0	1082515.5	1081335.5	1084633.5	1089874.0	1092013.5	1082509.0	1063262.5	1041663.0	1019908.5	988881.0	951047.5	918897.5	886399.5	848552.5	802506.0	745339.0	683384.0	621334.5	557691.0	493454.5	434283.0	378374.0	322616.5	270550.0	224971.5	187832.5	155925.0	128981.0	107563.0	89853.5	74922.0	62153.5	51263.5	41739.0	33824.0	27708.0	22086.5	17381.5	13911.5	11123.5	9088.0	7337.0	5748.0	4377.5	3363.5	2833.0	2185.5	1358.5	839.5	663.0	625.5	406.0	181.0	171.0
SRR2155415	556.0	563.0	930.0	1317.5	1400.0	1580.0	1917.0	2293.0	2672.5	3163.0	3738.5	4387.0	5083.0	5894.0	6667.0	7364.5	8264.5	9447.0	11146.5	13836.0	18161.0	24507.5	33641.5	46363.0	63021.5	84216.5	110457.5	142144.0	178406.5	219121.0	262933.0	306877.5	353080.5	405644.0	464222.5	526676.0	592869.0	663765.0	729635.0	792197.0	847728.0	895494.5	941963.5	978302.5	1002864.0	1024657.0	1041190.0	1043297.5	1041673.0	1042023.5	1043613.0	1043565.0	1033394.5	1012953.5	990394.5	969755.0	938903.0	902670.0	871205.5	838637.0	803313.0	760737.0	707816.0	650225.0	592496.0	533482.0	473767.5	419161.0	368348.5	317113.5	268398.5	225423.0	190236.5	159448.5	133035.5	112033.5	94245.0	78743.0	65539.5	54260.5	44649.0	36223.0	29446.5	23667.0	18815.5	14818.5	11850.0	9844.0	7900.5	6099.5	4648.0	3506.0	2844.0	2192.0	1438.0	902.5	661.0	617.0	397.5	173.5	164.0
SRR2155416	340.0	344.5	616.5	904.5	948.0	1069.5	1320.0	1596.0	1840.0	2125.5	2476.5	2883.0	3321.0	3865.0	4358.5	4832.0	5501.5	6355.5	7598.5	9460.0	12260.0	16325.0	22580.5	31370.5	42545.5	56312.5	73701.5	95399.0	119834.5	147642.0	177979.0	207839.0	239447.0	275904.0	317392.0	361773.0	407216.5	456448.5	503775.5	547936.5	588126.5	622447.5	655173.5	680938.0	698729.5	715877.5	730066.5	732827.5	731243.0	731650.0	732384.5	732404.5	726045.0	712705.0	697806.0	683375.5	661389.0	635341.0	613284.0	589127.5	563284.0	534886.0	497318.0	455341.0	413781.5	371668.0	328800.0	288978.0	252678.0	216999.0	182904.5	152247.0	127142.0	105602.5	87225.5	72766.0	60751.0	50179.5	41570.0	34405.5	28067.5	22761.0	18629.0	14941.0	11774.0	9259.5	7392.5	6096.0	4855.0	3717.5	2833.0	2188.5	1824.0	1409.0	914.5	574.0	423.0	395.0	255.5	113.5	109.0
SRR2155417	669.0	680.0	1136.0	1618.0	1711.5	1935.0	2392.5	2871.5	3282.5	3771.0	4491.5	5364.5	6211.5	7212.5	8117.0	8919.5	10017.0	11499.5	13589.0	17004.0	22613.5	30590.5	42226.5	58608.5	79505.0	105931.0	139919.5	180046.5	225417.5	277931.0	334070.0	390446.5	450092.5	517979.0	594504.0	675308.5	761535.0	853839.0	940652.5	1024020.0	1098722.0	1163223.0	1226425.0	1276916.0	1311390.5	1344172.5	1369311.5	1373967.5	1373536.5	1377082.5	1383166.5	1385695.5	1372289.5	1348341.5	1323215.0	1295671.0	1254371.0	1207083.0	1166629.5	1125163.5	1077349.5	1018693.0	946420.5	866528.0	787176.5	706395.0	625516.5	551697.5	481630.0	411849.5	345845.0	288811.0	242306.0	201580.5	167157.0	139436.0	116372.0	96571.0	79990.5	65944.5	53828.5	43651.0	35454.5	28385.5	22515.5	17917.0	14436.5	11842.5	9355.5	7213.5	5487.0	4248.5	3618.5	2756.5	1679.5	1015.0	774.0	713.5	470.0	228.0	220.0
SRR2155418	566.0	576.5	963.5	1378.0	1459.0	1664.5	2065.0	2487.5	2846.0	3256.0	3784.0	4407.5	5094.5	5889.5	6617.5	7312.5	8195.0	9361.0	11112.0	13793.0	18089.0	24444.0	33237.0	45784.0	62425.5	82547.5	108588.5	140133.0	175081.5	215484.5	259902.5	304249.5	350788.5	404135.5	463090.5	526376.5	593659.5	664556.0	732238.0	795561.0	850831.5	899379.0	946982.5	984783.0	1010328.0	1032430.0	1050402.0	1052522.5	1049078.5	1047041.0	1046943.5	1048370.5	1037294.0	1015556.0	991103.0	965770.0	934329.0	897471.0	862708.0	828256.5	791839.0	748784.5	695788.0	636887.5	577725.0	520209.5	461376.0	407409.0	357436.5	306088.5	258870.5	217559.0	182568.5	152521.0	127515.5	107097.5	89588.5	74693.0	62254.5	51718.0	42531.5	34888.5	28713.5	23035.5	18175.5	14371.0	11599.5	9624.0	7642.5	5891.5	4615.5	3615.5	2938.5	2198.0	1381.5	836.5	599.5	545.5	352.0	154.5	147.0
SRR2155419	254.0	263.5	449.0	641.0	677.5	777.5	985.5	1221.5	1445.5	1677.0	1928.5	2265.5	2651.5	3066.5	3421.0	3780.5	4291.5	4914.5	5861.0	7346.0	9639.0	12984.5	17789.0	24631.0	33465.5	44472.0	58566.5	75062.5	93897.5	115445.0	138132.0	161041.5	184979.5	211893.5	242166.5	274676.0	308086.0	344120.5	379053.0	411033.5	438931.5	462682.0	485474.0	503698.0	516171.5	527516.0	535920.0	536205.5	534051.0	533374.5	533044.0	532586.5	527751.0	517602.0	505848.5	495039.5	479876.0	460741.0	442890.5	425658.5	407625.5	385119.5	357826.0	328233.0	298411.0	268005.0	237473.5	209868.0	183185.0	155969.0	131244.0	109659.5	91612.5	75927.0	62474.5	51936.5	43261.5	35603.5	29241.5	24058.0	19541.0	15714.5	12883.5	10484.0	8355.5	6616.0	5248.0	4300.5	3504.5	2773.0	2129.5	1617.0	1302.5	981.0	648.0	418.0	305.5	285.0	183.5	78.0	72.0
SRR2155420	588.0	597.0	1003.0	1444.5	1541.5	1745.0	2199.0	2715.5	3162.0	3653.5	4309.0	5064.0	5826.5	6751.5	7588.0	8384.0	9467.0	10891.0	12867.0	16020.0	21159.0	28581.0	39517.5	54985.5	75197.5	100383.5	131782.0	169974.5	213440.0	262344.5	316055.5	370810.5	428590.5	494093.0	567603.0	645734.5	729142.5	819779.0	904471.5	983285.0	1053667.0	1115871.0	1175899.0	1222402.0	1255664.0	1285584.5	1307304.0	1311692.0	1311920.5	1316599.5	1323233.5	1324736.0	1310696.5	1286960.0	1261987.0	1235693.5	1198543.0	1154388.5	1113373.5	1073151.5	1028634.5	970807.0	900202.0	825528.0	749448.5	671714.0	594234.5	523668.5	457716.5	391400.5	329467.0	274490.5	228982.0	190697.0	158349.5	132138.0	110713.5	92114.0	75971.0	62653.0	50984.0	41373.5	33833.5	27021.5	21319.5	16816.5	13379.0	10926.5	8716.5	6779.5	5149.5	3958.5	3363.0	2630.5	1687.0	1032.5	785.0	745.0	467.0	186.5	179.0
SRR2155421	463.0	468.0	743.5	1034.5	1095.5	1271.0	1591.0	1925.5	2238.5	2589.0	2985.5	3437.0	3916.5	4502.0	5091.0	5679.5	6456.0	7471.0	8848.0	10999.5	14386.5	19199.5	26183.0	35956.5	48617.0	64641.0	84488.0	108000.0	134846.5	165297.5	198142.0	230896.5	265387.0	304994.0	347967.5	393411.5	442975.5	495898.0	544585.0	589626.0	631591.0	667832.0	700354.0	726712.5	745893.5	761985.0	774778.5	776831.0	774144.0	774898.0	778071.0	781085.0	776008.5	763500.5	749865.5	735378.5	714947.0	690613.5	666924.5	643879.0	618876.0	586916.5	547461.5	503498.5	459767.0	414089.5	367234.5	325328.5	285226.0	244921.5	206657.5	172671.0	144654.5	120219.0	99766.5	83338.5	69496.5	57674.5	47539.5	39154.5	32132.0	26135.0	21463.5	17237.0	13612.0	10857.5	8751.0	7179.5	5677.0	4346.0	3356.5	2620.5	2170.0	1627.0	1033.5	643.5	452.0	414.0	254.5	94.5	90.0
